Job Title,Company,Experience,Location,Salary,Link,Skills
Immediate Hiring For a Senior Software Developer,Randstad India Private Limited,"<span class=""ellipsis fleft fs12 lh16 expwdth"" title=""7-12 Yrs "">7-12 Yrs</span>","Pune, Chennai, Gurgaon/Gurugram, Bangalore/Bengaluru","18,00,000 - 32,50,000 PA.","=HYPERLINK(""https://www.naukri.com/job-listings-immediate-hiring-for-a-senior-software-developer-randstad-india-private-limited-pune-chennai-gurgaon-gurugram-bangalore-bengaluru-7-to-12-years-170622009004"")","c#, mvvm, .net, web api, wpf, sql"
Sr. Software Developer - .net/ Reactjs/ Knockout,fulcrum digital,"<span class=""ellipsis fleft fs12 lh16"" title=""3-8 Yrs "">3-8 Yrs</span>","Pune, Pune",Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-sr-software-developer-net-reactjs-knockout-fulcrum-digital-pune-pune-3-to-8-years-170822908035"")","Bootstrap, MVC, ReactJS, database development, Knockout, Design Patterns, software engineering, Kendo"
Sr . Software Developer,Coupa Software Inc.,"<span class=""ellipsis fleft fs12 lh16"" title=""4-7 Yrs "">4-7 Yrs</span>",Pune,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-sr-software-developer-coupa-software-inc-pune-4-to-7-years-010722500370"")","Computer science, NoSQL, MySQL, Agile, Scrum, MongoDB, Open source, Ruby"
Senior Software Developer,Sigma Systems,"<span class=""ellipsis fleft fs12 lh16"" title=""4-6 Yrs "">4-6 Yrs</span>",Pune,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-senior-software-developer-sigma-oss-systems-india-private-limited-pune-4-to-6-years-150822001421"")","java, springBoot, RESTful APIs, SQL"
Senior Software Developer,Hansen Technologies,"<span class=""ellipsis fleft fs12 lh16"" title=""4-6 Yrs "">4-6 Yrs</span>",Pune,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-senior-software-developer-hansen-technologies-pune-4-to-6-years-190722501888"")","fluentBit, Jira, ssl, jasmine, Kafka, mocha, typescript, express js"
Software Developer,TATA CONSULTANCY SERVICES (TCS),"<span class=""ellipsis fleft fs12 lh16"" title=""4-9 Yrs "">4-9 Yrs</span>","Pune, Hyderabad/Secunderabad, Bangalore/Bengaluru",Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-software-developer-tata-consultancy-services-ltd-hyderabad-secunderabad-pune-bangalore-bengaluru-4-to-9-years-170822000026"")","davinci, software development, embedded c, autosar, debugging, verbal communication, Automotive Cybersecurity, Rhapsody Instrument Cluster"
Senior Software Developer,iTech india private limited,"<span class=""ellipsis fleft fs12 lh16"" title=""2-5 Yrs "">2-5 Yrs</span>","Pune, Chennai",Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-senior-software-developer-itech-india-private-limited-pune-chennai-2-to-5-years-120822502229"")","Asp net, Sql Server, Dot Net, Agile, Data Management, DevOps, communication, analytical"
"Data Dynamics looking For Senior Software Developer, .NET",DATA DYNAMICS SOFTWARE SOLUTIONS INDIA PRIVATE LTD,"<span class=""ellipsis fleft fs12 lh16"" title=""6-11 Yrs "">6-11 Yrs</span>",Pune,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-data-dynamics-looking-for-senior-software-developer-net-data-dynamics-software-solutions-india-private-ltd-pune-6-to-11-years-250722001658"")","C#, .NET, software development"
Sr . Software Developer,TekGeminus,"<span class=""ellipsis fleft fs12 lh16"" title=""5-10 Yrs "">5-10 Yrs</span>",Pune,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-sr-software-developer-tekgeminus-pune-5-to-10-years-240921500324"")","AngularJS, Springboot, Spring, Git, Rest Web Services, HTML, communication, Agile"
Python Software Developer,Tech Mahindra,"<span class=""ellipsis fleft fs12 lh16 expwdth"" title=""3-8 Yrs "">3-8 Yrs</span>","Pune, Hyderabad/Secunderabad, Bangalore/Bengaluru","6,00,000 - 16,00,000 PA.","=HYPERLINK(""https://www.naukri.com/job-listings-python-software-developer-tech-mahindra-ltd-hyderabad-secunderabad-pune-bangalore-bengaluru-3-to-8-years-080822008190"")","Java, Python, IT Skills, Core Java, software development, Python Development"
StackAvenue Technologies Senior Software Developer (Elixir/ROR),StackAvenue Technologies,"<span class=""ellipsis fleft fs12 lh16"" title=""5-10 Yrs "">5-10 Yrs</span>",Pune,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-stackavenue-technologies-senior-software-developer-elixir-ror-stackavenue-technologies-pune-5-to-10-years-130821500791"")","Software Developer, Git, Software Engineering, Tdd, Cassandra, Agile Software Development, Redis, Ci / Cd"
Senior Software Developer,One network Enterprise,"<span class=""ellipsis fleft fs12 lh16"" title=""5-10 Yrs "">5-10 Yrs</span>",Pune,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-senior-software-developer-one-network-enterprise-pune-5-to-10-years-100522500745"")","design patterns, Java, analytical, J2EE, written, Oracle, verbal, data structures"
Senior Software Developer,F5 Web Solutions,"<span class=""ellipsis fleft fs12 lh16 expwdth"" title=""7-12 Yrs "">7-12 Yrs</span>",Remote,"20,00,000 - 35,00,000 PA.","=HYPERLINK(""https://www.naukri.com/job-listings-senior-software-developer-f5-web-solutions-pune-7-to-12-years-270722002587"")","c#, entity framework, ASP.Net, MVC, sql, communication, ASP NET framework, SQL servers"
Sr. Software Developer,Quick Xpert Infotech,"<span class=""ellipsis fleft fs12 lh16"" title=""2-5 Yrs "">2-5 Yrs</span>","Pune, Mumbai, Thane",Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-sr-software-developer-quick-xpert-infotech-mumbai-thane-pune-2-to-5-years-210219500931"")","Software packages, Software development, ADO.Net, Windows forms, Entity framework, Cost estimation, WCF, MVC"
Sr. Software Developer  -  Zelite Solutions,Zelite Solutions Pvt. Ltd.,"<span class=""ellipsis fleft fs12 lh16"" title=""3-5 Yrs "">3-5 Yrs</span>",Pune,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-sr-software-developer-zelite-solutions-zelite-solutions-pvt-ltd-pune-3-to-5-years-210120500863"")",
Senior Software Developer - Full-Stack .Net,Bold Business,"<span class=""ellipsis fleft fs12 lh16"" title=""10-12 Yrs "">10-12 Yrs</span>",Pune,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-senior-software-developer-full-stack-net-bold-business-pune-10-to-12-years-131021501371"")",
Senior software Developer,Fast Track,"<span class=""ellipsis fleft fs12 lh16"" title=""4-8 Yrs "">4-8 Yrs</span>",Pune,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-senior-software-developer-fast-track-pune-4-to-8-years-100316500016"")",
Sr. Software Developer,ZentrumHub Solutions Pvt. Ltd.,"<span class=""ellipsis fleft fs12 lh16"" title=""3-6 Yrs "">3-6 Yrs</span>","Pune(Kalyani Nagar +1), Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","12,00,000 - 20,00,000 PA.","=HYPERLINK(""https://www.naukri.com/job-listings-sr-software-developer-zentrumhub-solutions-pvt-ltd-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-3-to-6-years-070722004108"")",
Sr . Software Developer,C2L BIZ,"<span class=""ellipsis fleft fs12 lh16"" title=""3-8 Yrs "">3-8 Yrs</span>","Pune, Mumbai",Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-sr-software-developer-c2l-biz-mumbai-pune-3-to-8-years-050919500238"")","JSP servlets, Hibernate, Core Java, jQuery, RDBMS, Management, Oracle, Spring"
Senior Software Developer,Softtech Engineers Ltd,"<span class=""ellipsis fleft fs12 lh16"" title=""7-12 Yrs "">7-12 Yrs</span>",Pune,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-senior-software-developer-softtech-engineers-ltd-pune-7-to-12-years-040621500416"")","Analytical, C, Web services, AutoCAD APIs, CAD, AutoCAD OEM, XML, agile methodologies"
Sr. Software Developer,Logicbits Systems,"<span class=""ellipsis fleft fs12 lh16"" title=""3-5 Yrs "">3-5 Yrs</span>",Pune,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-sr-software-developer-logicbits-systems-pune-3-to-5-years-310720500093"")","Sql, Ajax, HTML, Core PHP, Javascript, ERP, Interaction design, Design development"
Hiring For Senior software developer PHP,Infinity Labs,"<span class=""ellipsis fleft fs12 lh16"" title=""5-10 Yrs "">5-10 Yrs</span>","Pune, Delhi / NCR",Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-hiring-for-senior-software-developer-php-infinity-labs-limited-pune-delhi-ncr-5-to-10-years-280722601241"")","PHP, MongoDB, mvc"
Sr. Software Developer,Valisha Technologies,"<span class=""ellipsis fleft fs12 lh16"" title=""2-7 Yrs "">2-7 Yrs</span>",Pune,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-270320501493"")",
Senior Software Developer,Anju Software,"<span class=""ellipsis fleft fs12 lh16"" title=""5-10 Yrs "">5-10 Yrs</span>",Pune,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-senior-software-developer-anju-software-pune-5-to-10-years-220722501499"")","IT Skills, Software Development, Javascript, .Net, ASP.Net, jQuery, Visual Basic, Analytical"
MTS / SMTS / Staff - Software Developer - SASE IP Protocols,Vmware,"<span class=""ellipsis fleft fs12 lh16"" title=""5-10 Yrs "">5-10 Yrs</span>","Pune, Chennai",Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-mts-smts-staff-software-developer-sase-ip-protocols-vmware-india-pune-chennai-5-to-10-years-220222500486"")","Multithreading, DPDK, Kernel, written, C / C++ programming, Socket Programming, software development lifecycle, verbal communication"
Software Development Or Sr Software Developer,T & A Solutions,"<span class=""ellipsis fleft fs12 lh16"" title=""3-5 Yrs "">3-5 Yrs</span>",Pune,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-software-development-or-sr-software-developer-t-a-solutions-pune-3-to-5-years-200818500538"")","Application deployment, server, development, technical, software, mobile, JSON, SQL"
Senior Software Developer Full Stack,WorldEmp India Private Limited,"<span class=""ellipsis fleft fs12 lh16"" title=""6-11 Yrs "">6-11 Yrs</span>",Pune,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-senior-software-developer-full-stack-worldemp-india-private-limited-pune-6-to-11-years-200122501024"")","GIT, ISO 13485, Lead Software, Web development, ISO 27001, Javascript, Entity framework, Visual Studio"
Sr. Software Developer (Magento),kennovation software services pvt ltd,"<span class=""ellipsis fleft fs12 lh16"" title=""3-6 Yrs "">3-6 Yrs</span>",Pune,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-sr-software-developer-magento-kennovation-software-services-pvt-ltd-pune-3-to-6-years-170120501447"")","Magento, LAMP, AJAX, RDBMS, Laravel, JavaScript, PHP, CSS3"
Technical Lead / Senior Software Developer,Techspawn,"<span class=""ellipsis fleft fs12 lh16"" title=""5-10 Yrs "">5-10 Yrs</span>",Pune,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-technical-lead-senior-software-developer-techspawn-solutions-pune-5-to-10-years-150321500122"")","CSS, Front end, PDF, Linux, PHP, Technical Lead, HTML, SQL"
Senior Software Developer,Cerence Inc.,"<span class=""ellipsis fleft fs12 lh16"" title=""4-7 Yrs "">4-7 Yrs</span>",Pune,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-senior-software-developer-cerence-inc-pune-4-to-7-years-111021502108"")","Hibernate, Test strategy, Compliance, JPA, Usability testing, Corporate security, Monitoring, Automotive"
Software Developer,Baker Hughes,"<span class=""ellipsis fleft fs12 lh16"" title=""2-6 Yrs "">2-6 Yrs</span>","Pune, Mumbai",Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-software-developer-baker-hughes-the-network-mumbai-pune-2-to-6-years-100522500172"")","Condition monitoring, continuous integration, Front end, TDD, Agile, Software development life cycle, Manager Technology, Data structures"
Canonical OpenStack Software Developer,Accolite Software India Pvt Ltd,"<span class=""ellipsis fleft fs12 lh16"" title=""3-6 Yrs "">3-6 Yrs</span>","Pune, Gurgaon/Gurugram",Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-canonical-openstack-software-developer-accolite-software-india-pvt-ltd-pune-gurgaon-gurugram-3-to-6-years-060722500255"")","Linux, OpenStack, ELK Stack, analytics, Grafana, swift, Docker, hypervisors"
Sr . Software Developer,Appsian,"<span class=""ellipsis fleft fs12 lh16"" title=""6-8 Yrs "">6-8 Yrs</span>","Pune, Mumbai, Bangalore/Bengaluru",Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-sr-software-developer-appsian-mumbai-pune-bangalore-bengaluru-6-to-8-years-060622500865"")","IT Skills, Software Development, Javascript, Sr. Software Developer"
PLM Software Developer - Kalypso,Rockwell Automation,"<span class=""ellipsis fleft fs12 lh16"" title=""1-4 Yrs "">1-4 Yrs</span>",Pune,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-plm-software-developer-kalypso-rockwell-automation-pune-1-to-4-years-040422501042"")","Hibernate, Automation, MS SQL, Linux, XML, Eclipse, Debugging, Javascript"
Sr. Software Developer (Microsoft Platform),Idam Infra,"<span class=""ellipsis fleft fs12 lh16"" title=""6-7 Yrs "">6-7 Yrs</span>",Pune,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-sr-software-developer-microsoft-platform-idam-infrastructure-advisory-pvt-ltd-pune-6-to-7-years-021121500080"")","Css3, Application Development, Software Development, C #, Html5, Sql Server, Asp . Net Framework, Mvc"
Automotive-Senior Software Developer,ThyssenKrupp,"<span class=""ellipsis fleft fs12 lh16"" title=""4-8 Yrs "">4-8 Yrs</span>",Pune,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-automotive-senior-software-developer-thyssenkrupp-elevator-india-pvt-ltd-pune-4-to-8-years-120822502046"")","RTOS, AUTOSAR, Embedded C, Embedded systems, GIT, UML, Enterprise Architect, Unit testing"
Sr. software developer - release,VBeyond Corporation,"<span class=""ellipsis fleft fs12 lh16"" title=""7-12 Yrs "">7-12 Yrs</span>","Pune, Hyderabad/Secunderabad, Gurgaon/Gurugram","20,00,000 - 30,00,000 PA.","=HYPERLINK(""https://www.naukri.com/job-listings-sr-software-developer-release-vision-beyond-resources-india-private-limited-hyderabad-secunderabad-pune-gurgaon-gurugram-7-to-12-years-070722609900"")",release management
Senior Software Engineer (Java Developer),AgreeYa Solutions,"<span class=""ellipsis fleft fs12 lh16"" title=""5-9 Yrs "">5-9 Yrs</span>",Pune,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-senior-software-engineer-java-developer-agreeya-solutions-india-private-limited-pune-5-to-9-years-050221501716"")","Hibernate, Db2, XML, JSP, MySQL, Javascript, J2Ee, HTML"
Embedded Software Developer,HR Remedy India,"<span class=""ellipsis fleft fs12 lh16"" title=""3-8 Yrs "">3-8 Yrs</span>",Pune,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-embedded-software-developer-hr-remedy-india-pune-3-to-8-years-010922902583"")","Embedded C, configuration management, Microcontroller, CANalyzer, Autosar, CANoe, debugging, Canoe"
Python Software Developer,Pyramid IT Consulting Pvt Ltd.,"<span class=""ellipsis fleft fs12 lh16"" title=""4-7 Yrs "">4-7 Yrs</span>",Pune,"8,00,000 - 14,00,000 PA.","=HYPERLINK(""https://www.naukri.com/job-listings-python-software-developer-pyramid-it-consulting-pvt-ltd-pune-4-to-7-years-010922012053"")","Django, Sql alchemy, Unit testing, IT Skills, Testing, CSS, Javascript, ORM"
Software Developer(C++ Developer),Fintech Client,"<span class=""ellipsis fleft fs12 lh16"" title=""3-8 Yrs "">3-8 Yrs</span>",Pune,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-software-developer-c-developer-fintech-client-pune-3-to-8-years-240822006838"")","c++, Tuxedo, Oracle 10G"
Software Developer,SABER SOFTECH PRIVATE LIMITED,"<span class=""ellipsis fleft fs12 lh16"" title=""1-6 Yrs "">1-6 Yrs</span>",Pune,"1,50,000 - 6,50,000 PA. (Including Variable: 10.0%)","=HYPERLINK(""https://www.naukri.com/job-listings-software-developer-saber-softech-private-limited-pune-1-to-6-years-100822003354"")","c#, asp.net, Web Application Development, Web Services Api, WCF, wpf, javascript, sql server"
"Software Developer || Elixir ||( Pune ,Mohali)",Watermark Insights Private Limited,"<span class=""ellipsis fleft fs12 lh16 expwdth"" title=""2-6 Yrs "">2-6 Yrs</span>","Pune, Mohali",Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-software-developer-elixir-pune-mohali-watermark-insights-private-limited-mohali-pune-2-to-6-years-290422008514"")","elixir, JS, React, JSON, software development lifecycle, scrum, analysis, CSS"
Software Developer ( Full Stack ),FlexTrade,"<span class=""ellipsis fleft fs12 lh16"" title=""6-11 Yrs "">6-11 Yrs</span>",Pune,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-software-developer-full-stack-flextrade-pune-6-to-11-years-270822500354"")","System architecture, C++, MS SQL, Linux, Information security, Debugging, Javascript, HTML"
Software Developer,Delmon Solutions Pvt. Ltd.,"<span class=""ellipsis fleft fs12 lh16"" title=""3-6 Yrs "">3-6 Yrs</span>",Pune,"6,00,000 - 13,00,000 PA.","=HYPERLINK(""https://www.naukri.com/job-listings-software-developer-delmon-solutions-pvt-ltd-pune-3-to-6-years-250822002086"")","software development, Angular, Asp net, JavaScript, Angular 4 +, communication, SQL, JSON"
Software Developer,LogicMo Systems Private Limited,"<span class=""ellipsis fleft fs12 lh16"" title=""2-5 Yrs "">2-5 Yrs</span>",Pune,"3,25,000 - 8,00,000 PA.","=HYPERLINK(""https://www.naukri.com/job-listings-software-developer-logicmo-systems-private-limited-pune-2-to-5-years-240822004591"")","Angular, IT Skills, Java, Python, Testing, Cloud, Oracle, HTML"
Software Developer,PRODIGY TECHNOLOGIES,"<span class=""ellipsis fleft fs12 lh16"" title=""2-5 Yrs "">2-5 Yrs</span>",Pune(Kalyani Nagar +2),"3,00,000 - 4,50,000 PA.","=HYPERLINK(""https://www.naukri.com/job-listings-software-developer-prodigy-technologies-pune-2-to-5-years-230822001963"")",".net, MySQL, Net, AngularJ, JavaScript, IT Skills, Angularjs, LINQ"
